id,name,city,zip_code,region,department
"960b6535-85bd-48b4-b260-53a59ecce04e","Club Nautique de Nice","06300 Nice","06300","PACA","06"
"ab9d08f0-9f64-48bf-937a-f263901f5387","ASPTT Nice Côte d'Azur Voile","06300 Nice","06300","PACA","06"
"875d73e2-5c62-45ba-8a63-00f7a2e85f99","Yacht Club Nice","06300 Nice","06300","PACA","06"
"61bdd963-bf8d-4a72-95f9-3a4d785dcdb8","Club Nautique Pyrénéen","Biarritz","64420","Nouvelle-Aquitaine",""
"03e225a8-ac3a-42fa-a39c-676e7bef0aab","LE CLUB HOUSE","06300 Nice","06300","PACA","06"
"441f7582-68b6-4c91-bcc8-915da4c97af6","Yacht Club des Sablettes","Télégramme","83500","France",""
"a5fbddb0-89d9-4945-ae55-1e3f068f7149","Yacht Club Beaulieu","06310 Beaulieu-sur-Mer","06310","PACA","06"
"d18e6d8a-8ee5-44b5-9df8-39cff6072a7c","Sailing School Company Des Régates D'antibes","06600 Antibes","06600","PACA","06"
"a5b9b452-3547-40c9-aaeb-a4b093283bab","Port de porspaul","Lampaul-Plouarzel","29810","France",""
"a0f774c7-03ec-407f-a894-3b45b61e75a1","ASPTT Nice Côte d'Azur Omnisports","06300 Nice","06300","PACA","06"
"0fac9b6e-89fe-4164-8dc7-9bcfb577b1f3","Ecole De Croisière, Stage De Croisière En Voilier Ecco","06300 Nice","06300","PACA","06"
"046bb59c-183f-47b1-abfc-5a576333f343","Voile École Buissonnière","Saint-Malo","35430","Bretagne",""
"8e6a21be-dc06-439f-b2ce-fcedd4d43cbf","Le NAUTIC","06100 Nice","06100","PACA","06"
"7969cbd0-46ac-4000-9b25-1e247d70f690","ECCO TEAMDEFIS","06300 Nice","06300","PACA","06"
"32be5d02-0ed6-427c-a399-004d3dfcd903","Navy Nautical Club","83000 Toulon","83000","PACA","83"
"bdae5c9f-2d1d-48a6-8e5d-0e88709d6a7d","Centre Nautique Saint-Florent","Saint-Florent","20217","Corse",""
"834a1ca5-36bd-408f-b86f-2ed835ea7801","City Watersports","83400 Hyères","83400","PACA","83"
"adaa6bf7-4373-4d3e-b6fb-7898f521ac81","Club Multicoques d'Hyères","83400 Hyères","83400","PACA","83"
"89e187aa-aafb-476e-9571-bc8c4606f248","Yacht Club de l'Odet","Bénodet","29950","Bretagne",""
"c308682e-0c8e-4c41-af26-d2bf45632317","C.O.Y.C.H. Cercle d'Organisation du Yachting de Compétition Hyèrois","83400 Hyères","83400","PACA","83"
"30ee4e2b-a788-402d-b5bd-57bc254ab5fa","Hyères Windsurf Organisation","83400 Hyères","83400","PACA","83"
"3b813c57-2686-4b47-b633-23ca23e412b6","Funboard center","83400 Hyères","83400","PACA","83"
"c79c9955-6100-4d53-bdd6-9e822ac7d10d","Yacht Club Saint Raphaël","Télégramme","83700","France",""
"553920e4-ffb2-4e5e-9a1f-62e6dfe2068b","Windsurf Kayak Paddle - Algajola Sport Nature","Lumio","20220","France",""
"d3366fe6-3a1f-450e-b9ec-20723fa70de1","International Yacht Club d'Hyères (IYCH)","83400 Hyères","83400","PACA","83"
"b6994627-b317-4457-a3a6-cc21e80e1932","Club de Voile de Bormes les Mimosas","83230 Bormes-les-Mimosas","83230","PACA","83"
"8bccd012-96d6-4a7f-9fae-243d417894c2","Nautical Club of Pradet","83220 Le Pradet","83220","PACA","83"
"6d6b78eb-3042-4c56-aab3-70913d345190","Club Nautique des Salettes","83320 Carqueiranne","83320","PACA","83"
"32730a82-106d-42d4-a033-501498f0f50e","Le Spot Kitecenter & Wingcenter","83400 Hyères","83400","PACA","83"
"ac4f25e9-da46-49b0-8113-5b3b98212fb7","Capo Surf Club","Capo di Feno","20000","France",""
"c70790be-97eb-4108-afc1-dd8c3bda8a50","Yacht Club de Porquerolles","83400 Ile de Porquerolles","83400","PACA","83"
"b96c7fce-8a38-4fee-8ad6-6334987eec03","Yacht Club Londais","83250 La Londe-les-Maures","83250","PACA","83"
"441fbffd-a6f8-4b2e-946f-c5045ff9b945","Espace nautique Hyères","France","83400","PACA","83"
"9d574a3d-de59-49cc-a771-8538995b4732","Base Nautique Marc-Modena","83600 Fréjus","83600","PACA","83"
"33cde038-03e8-4f24-80eb-f943ec7a2d0c","Club Nautique","83600 Fréjus","83600","PACA","83"
"62b9bdff-d350-4438-b429-dff49468a321","Club Nautique Stellien","Picardie","62780","France",""
"229e5b3e-048c-4e8a-a60e-53b876710f82","voile de terrasse / Juanautic","Seignosse","40510","France",""
"479fc31b-f0e9-4c45-b468-16726467f60f","Club Nautique de la Marine de Brest","29200 Brest","29200","Bretagne","29"
"ce6d9c2d-53db-470a-8a73-e777c65af813","Ligue de Bretagne de Voile","29200 Brest","29200","Bretagne","29"
"cdd0c104-e3f4-4f34-80e6-bfd010a70491","Le Spot Nautique Brest","29200 Brest","29200","Bretagne","29"
"f125fed7-e61e-4041-856b-626df8a46e91","Yacht Club de la Rade de Brest","29200 Brest","29200","Bretagne","29"
"00c30e91-63e7-4f0f-a3e1-4853578f6b75","Club Nautique Brestois","29200 Brest","29200","Bretagne","29"
"eb1ad1c2-e8a2-4e00-b8aa-e92d50619a3c","Association Rythmes et loisirs","Les Andelys","27700","France",""
"5209ff42-0477-47ac-813c-400c3dcf0072","Boating in Brittany","29200 Brest","29200","Bretagne","29"
"df60cf89-e600-48f9-b68e-127b330d10b0","Le Spot Nautique (Siège)","29200 Brest","29200","Bretagne","29"
"2334fd40-5613-4e08-b940-88977d600c75","OCSEAGEN CENTRE DE VOILE","Lorient","56570","Bretagne",""
"db15f092-b2a6-48ea-99a6-cea43f4cb155","Société Nautique de Saint Malo Bay (S.N.B.S.M)","35400 Saint-Malo","35400","Bretagne","35"
"42a16915-264b-4939-9aaf-861418c79cc7","Surf School","35400 Saint-Malo","35400","Bretagne","35"
"d1a77a21-d2b5-49c0-952f-ff2ce4954b16","Société Nautique de la Baie de Saint Malo - Rothéneuf","35400 Saint-Malo","35400","Bretagne","35"
"39d9e8fb-5710-4c57-b422-ab3690073841","VOILE RC LE HAVRE","Le Havre","76600","Normandie",""
"7e3e1fda-7a83-4e21-892b-bc889c9ed275","Sensations Littoral","35400 Saint-Malo","35400","Bretagne","35"
"acfa49ca-c9e6-486f-88b2-fa5a5fdde92a","Mer Amitié","Rouen","76000","France",""
"d19559cd-a8a5-430d-9df1-57ed0a731070","Club Nautique Breizh Rance","35430 Saint-Suliac","35430","Bretagne","35"
"8f6ef153-822a-400c-8925-aa32d0020de0","CLUB NAUTIQUE WINDSCHOOL DINARD","Rue Roger Vercel","35800","Bretagne","35"
"d85622b9-7405-46a9-bf44-29677f1f767d","Yacht Club of Saint Lunaire","35800 Saint-Lunaire","35800","Bretagne","35"
"3fb360c2-3373-47c6-b054-4dfc1ae4ce22","Base nautique du Bassin du Commerce","Le Havre","76600","Normandie",""
"873c1d76-0bb6-477e-b9ab-75394590db7d","Excursion à la voile saint malo","35400 Saint-Malo","35400","Bretagne","35"
"21095493-8936-4d7d-a463-03b802db55aa","Les Glénans - School Sailing","56000 Vannes","56000","Bretagne","56"
"45ea8442-dd61-493e-94e3-b8977a3b87f0","Arradon Nautical Center","56610 Arradon","56610","Bretagne","56"
"c3f1535b-15e7-45a3-8af4-8741a674d900","Club Nautique du Rohu","56730 Saint-Gildas-de-Rhuys","56730","Bretagne","56"
"c4a6e0a2-3bb1-4572-9341-ea1c319b804b","Gmc Voile","31 Rue Guillaume le Bartz","56000","Bretagne","56"
"47c5fbff-ed45-468f-92e4-e2546302f6de","Les Lasers RC du SNPH","Le Havre","76600","Normandie",""
"9b3c3706-75a2-4470-9c87-2f3b853bb4e2","CHALET LE HAMEAU ROLLOT","Barèges","65120","France",""
"ead13a6f-1ae7-4151-a313-1a91b3633a34","47Nautik","Vannes","56000","Bretagne","56"
"18aae3da-5828-42ed-a99d-44c1f790ff6f","La Mouette Sinagote","56860 Séné","56860","Bretagne","56"
"f58a56a7-4128-49c0-971a-d6339b977e5a","Société des Régates de Vannes","56000 Vannes","56000","Bretagne","56"
"1b4c84dd-373d-46bb-a5b1-d58d37b73daf","Base Nautique de Séné","56860 Séné","56860","Bretagne","56"
"f8362e7c-8427-42b2-961f-47e5324d0e2e","CLUB NAUTIQUE OCEANE","56470 Saint-Philibert","56470","Bretagne","56"
"97116647-7fea-4c1b-9b13-eec125df9e09","Base Nautique de Mazerolles","Ancenis-Saint-Géréon","44240","France",""
"54bf390a-7c54-4fce-8b62-3910cafb0b69","Canoe Kayak Club de Vannes","40 Rue du Commerce","56000","Bretagne","56"
"4c43697e-236b-4e92-aba8-119994f37ab2","Golf & Sailing","56000 Vannes","56000","Bretagne","56"
"5e36eb1f-83c0-4565-9c55-20eed876f6f2","PB Watersports Morbihan","56000 Vannes","56000","Bretagne","56"
"eff1d1f4-05d7-44d8-b5c6-94013b84de53","Tahe Outdoors Store","56000 Vannes","56000","Bretagne","56"
"953ef91d-156a-4496-8643-8c4b6334eb90","Belle Île Voile","56360 Le Palais","56360","Bretagne","56"
"bd554a31-c134-47f8-b052-6b164f039a18","Horizon","56360 Locmaria","56360","Bretagne","56"
"e8d04a71-5ad7-4b3c-b3e9-a9bd4365c25b","eFoil Sanguinet","Sanguinet","40460","Nouvelle-Aquitaine","Landes"
"5f44c267-0734-4a20-8873-349dc2ec3929","Bateau École Belle-Île","56360 Le Palais","56360","Bretagne","56"
"5888f67e-15e1-442d-9513-3ecbbd85a808","Ecole de voile A.S.N. Quiberon","56170 Quiberon","56170","Bretagne","56"
"377c17df-d044-49c7-91b8-4e4b7fd55622","Lorient Center Nautique","56100 Lorient","56100","Bretagne","56"
"40c2d5dc-408a-45b7-91a6-37acd38cd866","Centre Nautique de Kerguelen","56260 Larmor-Plage","56260","Bretagne","56"
"bc458f3e-b742-4ea9-b851-f5321d41814f","Cité de la Voile Eric Tabarly","Rue Roland Morillot","56323","Bretagne","56"
"a69d2bf6-87a2-452c-b817-143066c36c26","Sailing School & Cruises Ucpa","56100 Lorient","56100","Bretagne","56"
"fe7dba34-0b5c-4e83-a160-5b43921d3380","Surf School Moliets Soonline","Moliets-et-Maa","40660","France",""
"28866cfd-c7b8-40e1-a3cd-4c878d153843","Pôle Nautique de la Croix","29900 Concarneau","29900","Bretagne","29"
"067ad3ff-1dde-4da8-859c-1dc819977203","Centre Nautique de Concarneau - FFV","29900 Concarneau","29900","Bretagne","29"
"336eda7b-5cd4-4bcf-8bbc-5ea927f23651","École Française De Voile","29900 Concarneau","29900","Bretagne","29"
"a4fec5e6-b03c-4ddd-bc87-4907595635e4","Cercle Nautique Honfleur","14600 Honfleur","14600","Normandie","14"
"0683ceb4-2c19-42bf-b308-8e7e89c49b88","CNH - Ecole de Voile - Plage de Honfleur","14600 Honfleur","14600","Normandie","14"
"24b64417-f7f0-4746-b843-eed39b3f51a2","Sailing school Sète - Center Nautique town of Sète","Saint-Lô","34200","France",""
"116a2b13-f307-4676-8d81-1f92682e8633","Deauville Sailing Club","14800 Deauville","14800","Normandie","14"
"07b46d9e-d846-4b0e-b168-95e9ce1c782c","Cercle Nautique Cherbourgeois","50100 Cherbourg-en-Cotentin","50100","Normandie","50"
"ef2a1d3c-7546-4418-92a5-35980bcb2238","Ki'wind Espace Nautique","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"f96a148b-99d4-46d6-a314-9c131b7ebd78","Fromentine Sailing Club","Fromentine","85550","France",""
"ceaffa6e-9832-454c-b906-f6f7b58fb891","Glisse Academy Saint Brevin - Pornic - La Baule","Corsept","44250","France",""
"f3a72d83-6315-4ac5-9289-fe24f7734b89","Water Sports Les Voiles Royales : Char À Voile, Catamaran, Wingfoil, Kitesurf, Longe Côte & Seminar","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"5825ef54-aa0e-4f89-802c-a585bf9e35c4","Espace Voile Peyron","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"b2b5f578-d5b6-417f-9f0b-c12be0c9a6de","Yacht Club De La Baule","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"08dcf672-e76e-437c-9188-468cc870d82f","Yacht Club Cnbpp","44510 Le Pouliguen","44510","Pays de la Loire","44"
"99e19ad9-3997-45aa-8a1a-b2e241f85741","Jet Loc","Balagne","20220","France",""
"9d323425-cfdb-47dd-82c2-a117a0e2f1b8","Les Petites Sails School De Surf","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"e952c7b6-1985-4d2a-ab24-15a9fd7092d7","Pôles France Jeunes et Espoir Voile des Pays de la loire","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"67967c9b-70ce-4ba7-b848-763584eb50c9","French Foil - École de Wingfoil La Baule","44500 La Baule-Escoublac","44500","Pays de la Loire","44"
"b726c1f8-6852-4601-8cb5-ef52330070b7","Yacht Club Apcc Voile Sportive","44380 Pornichet","44380","Pays de la Loire","44"
"f9181515-140f-4965-9c8a-c624ff16d3de","Club Plage Les Courlis","All. de la Vague","44500","Pays de la Loire","44"
"29bfde58-841e-4be0-be23-1bd7eabcc6e1","Club Nautique de Pornic","BP 21","44210","Pays de la Loire","44"
"4b96be9a-f6cd-4653-84fd-d24bc36a4063","Les Voiles de Pornic","Ponton B1","44210","Pays de la Loire","44"
"f9e85ac5-3f45-4bde-95e8-d6697e7ff54b","Base nautique Municipale","44600 Saint-Nazaire","44600","Pays de la Loire","44"
"143714f0-2aad-46f1-abdf-c30c761080f1","Club de kayak de carentan","Carentan-les-Marais","50500","France",""
"7e655e4e-2e0d-440f-ac98-dea8898abe28","Yacht Club Landais Pole Nautical - Training École Française De Voile Et Location De Voile, Kayaks Et Stand Up Paddle","40150 Soorts-Hossegor","40150","Nouvelle-Aquitaine","40"
"5b598a64-f267-4a87-9a1d-39368ae4ea62","La Rochelle Nautique","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"134d4a9e-ac5f-452c-ace6-f00c380b27ea","Veil La Rochelle","Quai du Bout Blanc","17000","Nouvelle-Aquitaine","17"
"e6770087-98ce-4195-a73b-662d0b21f489","Ecole de Voile Base Nautique ASPTT","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"d8f9a92b-d9d8-4dd6-a164-46574b5c1f01","Sailing Pour Tous","Quai Marillac ponton 31 place 45","17000","Nouvelle-Aquitaine","17"
"425b1704-c795-4aba-9493-6c66295daa00","Cercle Nautique de La Rochelle","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"e35bfdba-df68-438b-b21c-fc03ef4a0dc2","Yakapartir, Stages De Voile Et Croisières","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"9805929e-11e3-4e24-87c1-ed1d0e6761e0","Apex Performance Voile","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"e82320ed-1727-4dd8-addf-6cb45a5cea11","Les Plates","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"0db58d8c-6089-4cbf-a514-7f15dc0ca48a","Salle Steredenn Lanmeur","Lanmeur","29620","France",""
"a68814f8-e5d1-453c-b209-d31064690207","Club nautique st annes","Sainte-Adresse","13500","France",""
"56ea09d5-f024-4921-be6f-4971076ee723","Yacht Club Chatelaillon Plage","12 Cr du Maréchal Juin B.P. 70009","70009","Nouvelle-Aquitaine","17"
"e1158d0f-8b76-401d-b719-d55bfcf2adc4","Base nautque du Bois Joalland","Saint-Nazaire","44600","Pays de la Loire",""
"0881404e-9de3-4f95-8312-4d63233384e6","Centre Nautique d'Angoulins","17690 Angoulins","17690","Nouvelle-Aquitaine","17"
"9647359e-6959-4841-8a0f-aa3d31316009","Voile Plus Loin","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"361f7650-cff0-44d5-bed0-9f22a58a7382","Yacht Club La Rochelle","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"921754ec-20d5-4619-8fbe-be810a13e136","Comité Départemental Voile de la Charente Maritime (CDV17)","17000 La Rochelle","17000","Nouvelle-Aquitaine","17"
"31477a26-a7ef-4914-8fa4-589e4a1835d1","Yacht Club De France","Montreuil","75116","France",""
"c0483be8-70da-4983-9cf3-01a0b6865d58","Evo Sailing","Brest","29200","Bretagne",""
"4f1cca30-77b4-4945-be0f-0b399866b882","School Sailing And Wind De Tourlaville","Saint-Lô","50110","France",""
"2c3ec0a8-0efb-4e02-8831-63201a2e2b1c","Moulin Mer Center","Brest","29460","Bretagne",""
"93c6150b-8fe3-4b84-b7c8-c33e6db37ab7","Robsail - Initiation Sailing In Catamaran - Coaching Voile","Brest","29570","Bretagne",""
"27af057f-4ed8-4f6a-b22f-66c2f75c6fb8","Handivoile Brest","Brest","29200","Bretagne",""
"3c6a7ff5-1e7f-415f-afbb-96bd407400a8","Résidence Pierre & Vacances Arinella","Lumio","20260","France",""
"e37c697e-7e35-42ea-97a8-799348cb3f6d","Alidade Voile Stages Croisières Bretagne","Brest","29870","Bretagne",""
"0e27f449-aef2-4da7-816d-62d5ea27caf8","Guetteur De Vent","Saint-Briac-sur-Mer","35800","France",""
"1f406abc-7b63-4aad-ac10-9bef72d956e8","PSRS - Regatta Society of St. Pierre Quiberon","Quiberon","56510","Bretagne",""
"cabbc894-2631-4baf-a9bb-08433fa5add2","BASE NAUTIQUE de Saint-Jean-de-Monts","Bouin","85160","France",""
"c9799361-a765-400b-8834-2dc6c05153a3","Chambre Plouezoch","Plouezoc'h","29252","France",""
"d908f536-653d-4fed-a10f-556a7f28fbcc","Yacht Club de Saint Briac","Saint-Briac-sur-Mer","35800","France",""
"77ce3f43-78a1-44d2-b065-fbe41241104b","Port du Dourduff","Plouezoc'h","29252","France",""
"7cc1ec83-780c-4c2a-ab2b-14d70653f3b1","In Morlaix Bay, Sea, Beaches, Sailing school 3km away Large quiet house","Plouezoc'h","29630","France",""
"87817b98-178c-4ee0-8982-9847d2ef4d35","Club Nautique Passion Voile","Corsept","44260","France",""
"53b45bc3-80f7-48ab-bf2e-ece98370dd98","45° NORD école de voile croisière","Anglet","64600","Nouvelle-Aquitaine",""
"ae53e1fa-d067-4ba6-ac68-14351f89d292","EKS 44","Saint-Nazaire","44250","Pays de la Loire",""
"30990075-5c0e-4ad2-9814-adcf01f3556e","CVL Centre de Voile et de Kayak Landéda-l'Aber Wrac'h","Landéda","29870","Bretagne",""
"2c872f42-8b70-486b-8728-ee697643f1f6","Watersports Des Demoiselles","Saint-Hilaire-de-Riez","85270","France",""
"8b3f0ed6-088b-4274-85da-abe2554ade0d","Nautisme En Pays Blanc","Guérande","44420","Pays de la Loire",""
"97c9ecba-461e-40d7-af8c-444e949b3965","Centre Nautique Municipal de Douarnenez","Douarnenez","29100","Bretagne",""
"f8cbdf89-2623-42c0-a833-98f7993ce5f5","Saint-Co Windsurf","Carnac","56340","Bretagne",""
"4e1bf718-3d79-416a-80cb-32c7534467ee","Société des Régates de Douarnenez","Douarnenez","29100","Bretagne",""
"997eb9fa-848b-41d5-8b98-5d08571364da","nautical center of Roscoff","Roscoff","29680","Bretagne",""
"9162660e-9408-43ae-a147-a80e31e097f5","Club École de Voile de Berck-sur-Mer","Coquelles","62180","France",""
"e5cc1336-9513-41d5-be90-dc1c41aad158","Le Spot Nautique Séné","Séné","56860","Bretagne",""
"7bd998c6-e116-4997-8221-6a36e2fc1bfa","Kayakapau Canoë Paddle","Pau","64110","France",""
"c1d1b87b-8cad-453a-9647-5a16216f11cb","Avelkite Carnac - Kitesurfing School And De Wingfoil","Carnac","56340","Bretagne",""
"83d1c07d-5b66-4e25-8bce-c6b284a8fe9e","Voile et Patrimoine du Golfe du Morbihan - Ferme de la Villeneuve","Séné","56860","Bretagne",""
"6b4a4f36-4f8e-407c-9a59-3a233a92247e","Water Company De La Trinité-Sur-Mer","Carnac","56470","Bretagne",""
"3573877f-e753-422c-b8bb-e37f06ecefa4","Voile Performance","Ambleteuse","62930","France",""
"e29ae701-5aa1-4d42-8e86-f2857e4a94d0","C.E.S.M. Saint-Florent - Centre d'Études Sous-Marines","Saint-Florent","20217","Corse",""
"80fce749-9121-45d0-81d1-dfabc00aa873","Antenne du Centre nautique de l'Île-Tudy","Pont-l'Abbé","29980","France",""
"2f150837-6658-40fb-a5c3-83289ecb6ac8","Les Glénans Base De Paimpol","Paimpol","22500","Bretagne",""
"ba5ecd1c-e088-42ed-8f41-6c8fb6f30a3b","Base nautique les fauvettes","Porto-Vecchio","20137","Corse",""
"72b9ab7a-7e54-4c02-a274-ea775612af8e","centre nautique municipal","Lannion","22310","France",""
"6fa30a2d-ee14-4e20-8fe9-338f8f1327da","Club Nautique de Tréguier/bateau école","Tréguier","22220","France",""
"e1755c0f-78eb-4a58-8733-f9b529c154bc","Nautical Center and Outdoor C.N.P.A.","Pont-l'Abbé","29740","France",""
"a562b9f1-557a-4a81-881a-c128eb4dbdc4","OCEAN - Ecole d'activités nautiques","Ouistreham","14150","Normandie",""
"3f375359-a0a1-4d00-84bb-db617cf0431b","Nautical Club Berckois","Outreau","62600","France",""
"ec60db08-acfd-4d16-ac1b-9337080ce78d","Spot Nautical Trébeurden","Lannion","22560","France",""
"cb084b81-d41a-4f76-9535-694898c9d7d8","Base Outdoor Sports De Lannion","Lannion","22300","France",""
"17f54b79-dcc3-4d0e-a20c-e034ea9f792e","Nautical Center of Perros-Guirec (CNPG)","Lannion","22700","France",""
"bcb5191f-8ee3-41a1-8f61-8405d8600fb7","Lannion Canoë Kayak","Lannion","22300","France",""
"87d1c304-8798-4ae9-a270-3574c455eb9f","Pôle Nautique Sud Goëlo","Lannion","22410","France",""
"d4ca4943-f0c6-4a1e-8f26-b28eae647a89","Ecole de Voile de Locquirec","Locquirec","29241","France",""
"d96594a7-3de2-4e1a-afe9-fd17ab50df2b","Le Spot Nautique Locquirec","Locquirec","29241","France",""
"79d8673c-d10a-4f6b-ba00-743d3efe21c8","Union Locale d’Animation en Milieu Rural","Lanmeur","29620","France",""
"b6865d56-cf99-4fe1-a54d-43c0478fce16","Centre Nautique Locquémeau","Lannion","22300","France",""
"13019746-cefc-471a-b624-d53bac044e98","Ecole de Voile de Térénez","Lanmeur","29630","France",""
"eb35bca1-3f3c-4dfb-b97b-09f4885de00e","Port de plaisance de Solenzara - Portu di Turismu di Sulinzara","Solenzara","20145","Corse",""
"350b2a7b-84ac-44f5-9ecf-1ad2d1865ae7","Club Nautique de Rivery","Amiens","80136","France",""
"6d0c70f9-2d50-4e54-bfeb-5a6076d36991","SAIL","Morlaix","29600","Bretagne",""
"9bbf9664-bcdc-4b0a-b7c9-2514a88c82f3","Voilerie L.Jeandot","Plouezoc'h","29252","France",""
"cf2143f3-7181-4f43-9276-5aa9034f02af","Pors Goret","Lampaul-Plouarzel","29810","France",""
"4bfe1128-6879-4252-93e5-e2bf507bb6c0","Plage de Porsman","Lampaul-Plouarzel","29810","France",""
"8519a2ad-f208-46a4-a62c-8f9d7e9685c4","Ocean Players School Kitesurfing En Vendée","Talmont-Saint-Hilaire","85440","Pays de la Loire",""
"ae326c9b-f7b2-4144-a141-d0a383b1c308","Coaching Voile de la Baie","Plouezoc'h","29252","France",""
"c39fd190-91ee-48d4-99fb-b272aca2ff68","SWEET SPOT","Argenton-en-Landunvez","29840","France",""
"9220a26d-e6cd-4e93-8909-4518402954c3","Port D'argenton","Argenton-en-Landunvez","29840","France",""
"f4b4fae4-a9b5-42bd-b5d5-920092f0e756","Nautical Center Fouesnant Cornouaille Site Creac'h Gwen","Fouesnant","29000","Bretagne",""
"b7e0b36f-7ade-4a30-aa21-db086512a143","Water Sports Intermunicipal Du Pouldu","Clohars-Carnoët","29360","France",""
"99c0a2ed-cb68-4987-8641-e5e5d1ea11e7","Centre Nautique de Roscanvel","Plouarzel","29570","Bretagne",""
"c960cd4b-a6cb-472f-bdfd-38bfdc745a33","Spot Nautique Fouesnant Glénans","Fouesnant","29170","Bretagne",""
"eadc3a25-c936-4f11-ae28-429a24890954","Yacht Club De Vernon","Vernon","27200","France",""
"7046a436-a454-4300-81d9-78cad532e9c4","Pôle nautique","Londe-les-Maures","83250","France",""
"cccb21e3-8b6a-4ee1-92c0-e5cae729d522","Yacht Club D'ile-Rousse","Solenzara","20220","Corse",""
"00c19edc-e653-49bd-8608-cf83cdd3fec2","École de Voile de Saint Briac","Saint-Briac-sur-Mer","35800","France",""
"5240cfe0-fdbf-44b8-9f8a-1cd4730178b7","École de croisière - Moniteur de voile FFV","Télégramme","83150","France",""
"5b074da4-cdbf-4f2c-8610-bcdebe1389e1","Ligue Sud Provence Alpes Cote Azur de voile","Télégramme","83500","France",""
"10315410-bb83-42bf-ad05-3e35bf97db32","Au Fil de l'Eau","Messanges","40560","France",""
"fdf1ee75-66c6-457b-bf4d-eeda28ba9373","Ovoilier - Training Sailing Cruise","La Rochelle","17000","Nouvelle-Aquitaine",""
"46ed4b91-41f2-4d4a-8e3e-07fe13b2f049","Société Nautique","Ploemeur","56260","France",""
"e7d537f5-fb3c-4593-8945-0618c34f7ca7","École Municipale de Voile","Télégramme","13960","France",""
